predictions,actuals,location
casts,costs,data/words/a04/a04-081/a04-081-05-01.png
to,in,data/words/h07/h07-044a/h07-044a-06-01.png
not,not,data/words/m01/m01-017/m01-017-05-09.png
taffical,statistical,data/words/g06/g06-050o/g06-050o-07-04.png
then,man,data/words/b05/b05-055/b05-055-03-05.png
he,he,data/words/n06/n06-163/n06-163-00-02.png
a,?,data/words/p02/p02-150/p02-150-07-05.png
the,"""",data/words/m04/m04-209/m04-209-05-09.png
the,line,data/words/d04/d04-125/d04-125-03-01.png
made,made,data/words/e02/e02-025/e02-025-08-05.png
might,might,data/words/a01/a01-000x/a01-000x-01-08.png
modern,modern,data/words/l04/l04-136/l04-136-03-02.png
.,.,data/words/g01/g01-027/g01-027-00-05.png
at,at,data/words/a05/a05-121/a05-121-03-06.png
mat,mass,data/words/j06/j06-008/j06-008-00-03.png
raised,sensed,data/words/g06/g06-031m/g06-031m-07-00.png
more,more,data/words/n04/n04-068/n04-068-05-01.png
the,He,data/words/h01/h01-027/h01-027-09-02.png
a,a,data/words/r06/r06-027/r06-027-03-07.png
 Berlin,Berlin,data/words/f07/f07-088b/f07-088b-05-05.png
preeared,prepared,data/words/b02/b02-102/b02-102-03-01.png
.,.,data/words/f07/f07-084b/f07-084b-02-00.png
the,the,data/words/n06/n06-082/n06-082-03-03.png
where,rehearse,data/words/a04/a04-066/a04-066-04-01.png
had,had,data/words/f03/f03-169/f03-169-00-03.png
all,all,data/words/a02/a02-086/a02-086-06-06.png
can,Commander,data/words/a02/a02-057/a02-057-07-00.png
for,for,data/words/n04/n04-084/n04-084-04-00.png
for,for,data/words/l01/l01-030/l01-030-02-02.png
these,crest,data/words/b06/b06-090/b06-090-06-05.png
in,in,data/words/k04/k04-163/k04-163-05-10.png
dill,still,data/words/g06/g06-037o/g06-037o-04-03.png
.,",",data/words/m01/m01-026/m01-026-03-10.png
the,the,data/words/m01/m01-110/m01-110-10-06.png
raised,realised,data/words/l03/l03-008/l03-008-03-07.png
No,No,data/words/p03/p03-069/p03-069-01-00.png
of,of,data/words/n06/n06-082/n06-082-00-13.png
and,and,data/words/g06/g06-047p/g06-047p-04-05.png
might,light,data/words/b05/b05-071/b05-071-02-10.png
tsself,itself,data/words/e01/e01-032/e01-032-01-07.png
"""",",",data/words/m04/m04-000/m04-000-07-00.png
past,vast,data/words/b01/b01-057/b01-057-03-04.png
Soviet,Soviet,data/words/a01/a01-122u/a01-122u-02-04.png
Paul,Paul,data/words/a04/a04-043/a04-043-08-00.png
.,.,data/words/c04/c04-156/c04-156-03-03.png
g,grip,data/words/a01/a01-063x/a01-063x-05-03.png
of,e.g.,data/words/b01/b01-014/b01-014-05-06.png
very,very,data/words/h06/h06-082/h06-082-05-05.png
Just,just,data/words/g07/g07-084/g07-084-01-06.png
which,which,data/words/d04/d04-086/d04-086-01-00.png
one,one,data/words/j01/j01-049/j01-049-03-03.png
.,-,data/words/k04/k04-061/k04-061-03-07.png
saud,sound,data/words/g06/g06-011c/g06-011c-08-01.png
pepeoting,repeating,data/words/f03/f03-169/f03-169-02-00.png
Bishapp,Bishop,data/words/m01/m01-084/m01-084-06-01.png
on,on,data/words/g04/g04-036/g04-036-00-05.png
",",",",data/words/d04/d04-075/d04-075-00-06.png
there,there,data/words/c03/c03-081e/c03-081e-05-04.png
had,hard,data/words/p03/p03-112/p03-112-02-05.png
her,her,data/words/l03/l03-004/l03-004-07-04.png
it,it,data/words/n04/n04-052/n04-052-05-09.png
temed,hundred,data/words/b03/b03-109/b03-109-04-02.png
to,to,data/words/e06/e06-015/e06-015-07-04.png
the,the,data/words/e04/e04-083/e04-083-02-02.png
said,said,data/words/a03/a03-027/a03-027-04-06.png
found,found,data/words/n06/n06-092/n06-092-00-05.png
the,me,data/words/g04/g04-039/g04-039-01-04.png
What,west,data/words/g06/g06-018k/g06-018k-05-04.png
the,he,data/words/n06/n06-123/n06-123-03-03.png
the,the,data/words/k02/k02-112/k02-112-04-07.png
he,he,data/words/n01/n01-057/n01-057-02-02.png
.,.,data/words/g07/g07-022a/g07-022a-04-07.png
called,called,data/words/b06/b06-079/b06-079-09-07.png
for,for,data/words/d04/d04-111/d04-111-05-01.png
in,in,data/words/f04/f04-049/f04-049-03-01.png
the,an,data/words/g02/g02-059/g02-059-03-01.png
still,still,data/words/h06/h06-003/h06-003-01-06.png
day,day,data/words/g06/g06-011r/g06-011r-00-07.png
st,stored,data/words/b02/b02-097/b02-097-05-03.png
self,result,data/words/d01/d01-098/d01-098-04-06.png
under,under,data/words/r03/r03-053/r03-053-03-01.png
High,High,data/words/g06/g06-045n/g06-045n-07-01.png
.,.,data/words/m04/m04-222/m04-222-07-02.png
the,The,data/words/n01/n01-057/n01-057-01-04.png
church,Church,data/words/c02/c02-000/c02-000-04-09.png
which,million,data/words/g04/g04-060/g04-060-00-01.png
whorse,whose,data/words/a04/a04-059/a04-059-02-03.png
a,a,data/words/b01/b01-062/b01-062-04-02.png
point,point,data/words/a05/a05-004/a05-004-03-00.png
back,Jack,data/words/g06/g06-042b/g06-042b-04-04.png
",",",",data/words/n02/n02-045/n02-045-03-10.png
tapaster,tapestries,data/words/g06/g06-050h/g06-050h-05-01.png
would,would,data/words/k04/k04-033/k04-033-04-03.png
in,in,data/words/d06/d06-086/d06-086-00-02.png
And,And,data/words/f04/f04-100/f04-100-10-06.png
the,The,data/words/r03/r03-030/r03-030-02-00.png
a,a,data/words/n06/n06-182/n06-182-00-00.png
about,about,data/words/r03/r03-053/r03-053-01-00.png
rest,rest,data/words/h01/h01-024/h01-024-00-04.png
which,winter,data/words/h06/h06-089/h06-089-10-05.png
the,be,data/words/g06/g06-018n/g06-018n-03-00.png
er,with,data/words/e07/e07-101/e07-101-09-06.png
18,1960s,data/words/c06/c06-000/c06-000-05-01.png
bond,Bondi,data/words/g06/g06-042e/g06-042e-01-00.png
a,a,data/words/m06/m06-083/m06-083-05-09.png
the,Oc-,data/words/k07/k07-125/k07-125-01-00.png
married,married,data/words/f02/f02-044/f02-044-04-10.png
to,to,data/words/h01/h01-004/h01-004-02-01.png
by,by,data/words/g05/g05-098/g05-098-02-02.png
.,",",data/words/e04/e04-043/e04-043-04-05.png
follow,followed,data/words/g04/g04-011/g04-011-01-07.png
drug,drugs,data/words/g01/g01-043/g01-043-01-07.png
and,and,data/words/h02/h02-040/h02-040-04-00.png
tals,"""Hals""",data/words/h01/h01-030/h01-030-05-00.png
against,against,data/words/c04/c04-105/c04-105-04-03.png
a,",",data/words/d01/d01-016/d01-016-02-10.png
he,we,data/words/k04/k04-110/k04-110-04-05.png
of,of,data/words/n06/n06-123/n06-123-08-06.png
lat,last,data/words/f07/f07-046b/f07-046b-03-08.png
who,who,data/words/b04/b04-140/b04-140-08-02.png
then,than,data/words/g03/g03-049/g03-049-05-06.png
.,",",data/words/d06/d06-037/d06-037-03-00.png
the,time,data/words/g06/g06-047c/g06-047c-06-05.png
integ,integral,data/words/m02/m02-066/m02-066-00-06.png
legish,legislation,data/words/c03/c03-007c/c03-007c-07-05.png
the,he,data/words/a06/a06-008/a06-008-02-00.png
In,In,data/words/f07/f07-092a/f07-092a-01-06.png
appaken,specimen,data/words/f02/f02-003/f02-003-02-07.png
"""",;,data/words/m01/m01-121/m01-121-03-06.png
Now,Now,data/words/f07/f07-009/f07-009-08-01.png
that,that,data/words/p02/p02-131/p02-131-00-00.png
Peagh,Peggy,data/words/d04/d04-125/d04-125-00-04.png
is,is,data/words/n04/n04-039/n04-039-01-03.png
of,of,data/words/c02/c02-022/c02-022-03-05.png
les,1834,data/words/g06/g06-037i/g06-037i-04-03.png
the,be,data/words/g06/g06-047h/g06-047h-06-05.png
We,we,data/words/e04/e04-114/e04-114-02-04.png
by,by,data/words/c03/c03-081e/c03-081e-02-03.png
Cor,Corsica,data/words/b06/b06-071/b06-071-06-06.png
a,a,data/words/r06/r06-041/r06-041-04-03.png
of,of,data/words/n06/n06-128/n06-128-03-04.png
out,out,data/words/a04/a04-000/a04-000-04-05.png
a,is,data/words/b05/b05-017/b05-017-01-01.png
mending,oxidizing,data/words/c06/c06-100/c06-100-03-10.png
was,was,data/words/j01/j01-045/j01-045-07-00.png
meating,meeting,data/words/g06/g06-026p/g06-026p-02-02.png
a,"""""",data/words/a02/a02-020/a02-020-06-01.png
support,support,data/words/l04/l04-034/l04-034-03-08.png
fowell,Powell,data/words/a01/a01-003u/a01-003u-01-00.png
at,at,data/words/a01/a01-132x/a01-132x-03-05.png
be,by,data/words/l07/l07-074/l07-074-03-07.png
30full,357million,data/words/a01/a01-049u/a01-049u-01-04.png
the,&,data/words/a01/a01-072u/a01-072u-03-02.png
House,House,data/words/g06/g06-031n/g06-031n-09-07.png
your,your,data/words/g06/g06-031h/g06-031h-05-05.png
him,him,data/words/k04/k04-039/k04-039-06-09.png
pagain,"""Gays""",data/words/m04/m04-072/m04-072-02-04.png
which,mind,data/words/p02/p02-017/p02-017-05-01.png
the,the,data/words/m04/m04-081/m04-081-03-03.png
aud,audience,data/words/h02/h02-004/h02-004-06-04.png
.,.,data/words/a01/a01-049u/a01-049u-02-01.png
the,the,data/words/g06/g06-026n/g06-026n-07-06.png
a,a,data/words/d04/d04-047/d04-047-02-06.png
which,notice,data/words/g06/g06-045p/g06-045p-04-05.png
the,to,data/words/g06/g06-042i/g06-042i-04-07.png
Her,their,data/words/a06/a06-134/a06-134-07-03.png
for,for,data/words/j04/j04-111/j04-111-05-01.png
in,in,data/words/e01/e01-055/e01-055-07-04.png
.,.,data/words/h07/h07-060a/h07-060a-07-07.png
A,At,data/words/k07/k07-146/k07-146-04-07.png
patient,patient,data/words/h07/h07-078/h07-078-00-00.png
food,food,data/words/g06/g06-050c/g06-050c-06-07.png
 production,production,data/words/f07/f07-013/f07-013-00-05.png
the,The,data/words/g07/g07-050/g07-050-01-00.png
a,a,data/words/b04/b04-089/b04-089-03-03.png
made,make,data/words/m01/m01-032/m01-032-02-04.png
said,said,data/words/k02/k02-067/k02-067-01-03.png
We,No,data/words/n04/n04-031/n04-031-03-04.png
a,a,data/words/p03/p03-087/p03-087-07-07.png
that,that,data/words/c06/c06-005/c06-005-08-03.png
"""",I,data/words/r03/r03-007/r03-007-03-02.png
stable,suitable,data/words/c06/c06-020/c06-020-02-11.png
pre,pre-,data/words/e04/e04-034/e04-034-07-01.png
a,a,data/words/a04/a04-092/a04-092-03-08.png
sm,small,data/words/h07/h07-033a/h07-033a-06-07.png
to,to,data/words/r06/r06-000/r06-000-00-09.png
resigation,resignation,data/words/p03/p03-080/p03-080-03-03.png
action,action,data/words/a06/a06-020/a06-020-01-08.png
edge,edge,data/words/g06/g06-050p/g06-050p-00-02.png
had,near,data/words/d01/d01-104/d01-104-07-06.png
50,so,data/words/k04/k04-017/k04-017-09-03.png
rolled,nodded,data/words/g06/g06-026b/g06-026b-00-07.png
whacle,whole,data/words/k07/k07-125/k07-125-06-03.png
they,They,data/words/h07/h07-028a/h07-028a-00-06.png
ed,and,data/words/a01/a01-113/a01-113-01-09.png
of,of,data/words/f01/f01-058/f01-058-06-03.png
the,the,data/words/g04/g04-055/g04-055-05-02.png
Now,now,data/words/n02/n02-154/n02-154-04-03.png
of,of,data/words/a03/a03-037/a03-037-03-05.png
.,",",data/words/j04/j04-019/j04-019-00-02.png
if,if,data/words/c03/c03-094f/c03-094f-08-02.png
has,by,data/words/c03/c03-087c/c03-087c-05-05.png
try,try,data/words/a01/a01-026u/a01-026u-05-01.png
said,said,data/words/k07/k07-185/k07-185-00-04.png
.,.,data/words/p06/p06-042/p06-042-09-03.png
rally,rally,data/words/h04/h04-007/h04-007-03-06.png
the,the,data/words/b06/b06-071/b06-071-01-00.png
",",!,data/words/h07/h07-066a/h07-066a-00-03.png
anthing,anything,data/words/p02/p02-027/p02-027-02-11.png
.,.,data/words/l04/l04-113/l04-113-05-00.png
al,as,data/words/a01/a01-020/a01-020-02-02.png
.,",",data/words/d04/d04-008/d04-008-05-00.png
there,here,data/words/f01/f01-070/f01-070-03-04.png
the,the,data/words/d07/d07-085/d07-085-00-06.png
and,and,data/words/d04/d04-016/d04-016-03-03.png
had,head,data/words/h07/h07-011/h07-011-02-03.png
soced,succeed,data/words/f04/f04-083/f04-083-01-11.png
a,a,data/words/m02/m02-083/m02-083-09-02.png
the,to,data/words/g06/g06-045i/g06-045i-02-05.png
a,a,data/words/h02/h02-017/h02-017-02-07.png
he,In,data/words/m04/m04-000/m04-000-04-02.png
the,Mr.,data/words/g06/g06-045i/g06-045i-00-00.png
original,original,data/words/a01/a01-117/a01-117-04-01.png
of,of,data/words/c02/c02-022/c02-022-07-06.png
not,rat,data/words/j06/j06-051/j06-051-07-02.png
who,no,data/words/f07/f07-042a/f07-042a-03-03.png
And,And,data/words/f07/f07-000/f07-000-04-05.png
Imagine,imagine,data/words/d04/d04-125/d04-125-00-00.png
on,son,data/words/k04/k04-079/k04-079-05-05.png
bought,brought,data/words/a02/a02-012/a02-012-02-00.png
Dalks,Dublin,data/words/f04/f04-024/f04-024-06-06.png
for,for,data/words/c06/c06-000/c06-000-00-05.png
.,",",data/words/p02/p02-139/p02-139-03-02.png
bother,housekeeper,data/words/c03/c03-096d/c03-096d-00-04.png
had,last,data/words/f04/f04-011/f04-011-05-07.png
a,a,data/words/b06/b06-008/b06-008-06-06.png
pe,priest,data/words/b06/b06-049/b06-049-05-08.png
with,with,data/words/g06/g06-011l/g06-011l-06-07.png
Imples,implies,data/words/c03/c03-016c/c03-016c-02-07.png
feer,Federation,data/words/a05/a05-039/a05-039-02-05.png
mon,now,data/words/c04/c04-139/c04-139-05-10.png
my,my,data/words/m04/m04-107/m04-107-08-03.png
.,.,data/words/g06/g06-096/g06-096-03-03.png
as,as,data/words/h02/h02-012/h02-012-07-01.png
slaged,stayed,data/words/b04/b04-202/b04-202-03-03.png
told,yield,data/words/a05/a05-029/a05-029-08-01.png
.,",",data/words/j04/j04-012/j04-012-06-00.png
other,other,data/words/h02/h02-035/h02-035-03-08.png
le,least,data/words/g06/g06-011j/g06-011j-07-04.png
.,.,data/words/a01/a01-091/a01-091-05-05.png
moodly,modify,data/words/b04/b04-162/b04-162-05-01.png
so,So,data/words/b04/b04-121/b04-121-00-05.png
about,about,data/words/a03/a03-030/a03-030-03-07.png
by,by,data/words/h07/h07-011/h07-011-01-06.png
 journey,journey,data/words/e07/e07-012/e07-012-02-05.png
while,inside,data/words/g06/g06-018c/g06-018c-04-06.png
blood,bloody,data/words/n04/n04-060/n04-060-05-00.png
that,that,data/words/r06/r06-076/r06-076-08-00.png
.,.,data/words/a06/a06-090/a06-090-00-02.png
this,his,data/words/f07/f07-081a/f07-081a-03-06.png
curative,curative,data/words/l01/l01-016/l01-016-05-08.png
Proged,Drayford,data/words/g06/g06-042r/g06-042r-04-01.png
may,many,data/words/k03/k03-180/k03-180-03-03.png
you,you,data/words/a01/a01-096u/a01-096u-00-03.png
Lyonic,lyric,data/words/n02/n02-045/n02-045-06-02.png
the,the,data/words/c04/c04-116/c04-116-00-20.png
he,be,data/words/e01/e01-062/e01-062-06-02.png
had,had,data/words/b03/b03-098/b03-098-02-02.png
pomp,Camp,data/words/k02/k02-067/k02-067-00-04.png
are,are,data/words/f04/f04-004/f04-004-04-00.png
the,#,data/words/a03/a03-037/a03-037-03-04.png
",","""""",data/words/b06/b06-056/b06-056-01-04.png
it,itself,data/words/g06/g06-047l/g06-047l-02-00.png
a,a,data/words/n01/n01-031/n01-031-02-04.png
"""",I,data/words/g06/g06-011m/g06-011m-03-14.png
the,the,data/words/n06/n06-133/n06-133-03-09.png
could,could,data/words/h07/h07-011/h07-011-01-01.png
had,had,data/words/a04/a04-050/a04-050-00-09.png
te,help,data/words/g06/g06-045p/g06-045p-01-03.png
it,it,data/words/m02/m02-083/m02-083-08-07.png
The,The,data/words/p02/p02-131/p02-131-07-01.png
faken,jackets,data/words/c04/c04-150/c04-150-03-03.png
a,"""",data/words/a05/a05-094/a05-094-05-04.png
.,",",data/words/m04/m04-030/m04-030-00-05.png
most,most,data/words/g07/g07-071a/g07-071a-04-05.png
interational,international,data/words/c03/c03-081f/c03-081f-07-08.png
fonder,founder,data/words/m02/m02-087/m02-087-05-03.png
made,made,data/words/g06/g06-045r/g06-045r-05-07.png
flfully,faithfully,data/words/h07/h07-003/h07-003-04-05.png
t,talks,data/words/g06/g06-101/g06-101-00-07.png
the,"""",data/words/a03/a03-063/a03-063-02-03.png
",",",",data/words/p03/p03-142/p03-142-03-13.png
to,to,data/words/b02/b02-045/b02-045-07-05.png
.,.,data/words/a06/a06-000/a06-000-06-00.png
share,salve,data/words/b01/b01-118/b01-118-08-02.png
",","""""",data/words/a03/a03-063/a03-063-08-00.png
(,",",data/words/l04/l04-020/l04-020-00-00.png
",","""""",data/words/a04/a04-072/a04-072-10-04.png
in,in,data/words/g06/g06-031b/g06-031b-00-10.png
have,have,data/words/l01/l01-133/l01-133-05-02.png
the,this,data/words/f03/f03-174/f03-174-05-01.png
the,the,data/words/b01/b01-122/b01-122-01-08.png
.,"""""",data/words/r06/r06-070/r06-070-00-02.png
empty,empty,data/words/p06/p06-069/p06-069-08-03.png
tim,timber,data/words/n04/n04-048/n04-048-06-00.png
the,the,data/words/e04/e04-011/e04-011-02-07.png
the,he,data/words/f07/f07-101b/f07-101b-01-07.png
But,But,data/words/n04/n04-009/n04-009-03-08.png
becorse,become,data/words/l04/l04-026/l04-026-00-10.png
to,to,data/words/d07/d07-100/d07-100-06-00.png
drits,dishes,data/words/c06/c06-011/c06-011-08-01.png
trillily,riverworthy,data/words/f07/f07-009/f07-009-00-04.png
had,word,data/words/l07/l07-138/l07-138-05-01.png
",",",",data/words/f01/f01-066/f01-066-07-09.png
slaken,slackness,data/words/g01/g01-031/g01-031-04-01.png
this,Mr.,data/words/a01/a01-082u/a01-082u-03-00.png
he,he,data/words/a05/a05-089/a05-089-04-01.png
tight,tight,data/words/g06/g06-037d/g06-037d-03-01.png
.,.,data/words/e01/e01-119/e01-119-05-09.png
Report,Report,data/words/r06/r06-018/r06-018-06-03.png
he,he,data/words/h04/h04-061/h04-061-06-02.png
an,an,data/words/g06/g06-037c/g06-037c-08-00.png
.,"""""",data/words/e01/e01-050/e01-050-04-04.png
.,",",data/words/g06/g06-011p/g06-011p-08-08.png
do,do,data/words/a02/a02-012/a02-012-08-01.png
which,Wicki,data/words/p02/p02-017/p02-017-06-01.png
isaud,island,data/words/c02/c02-003/c02-003-03-06.png
a,(,data/words/m01/m01-149/m01-149-01-09.png
of,of,data/words/c03/c03-094d/c03-094d-00-03.png
.,.,data/words/g06/g06-026d/g06-026d-03-11.png
to,#,data/words/e06/e06-037/e06-037-10-06.png
to,to,data/words/a04/a04-039/a04-039-02-05.png
her,her,data/words/j04/j04-094/j04-094-04-04.png
cauals,cancels,data/words/k07/k07-122/k07-122-00-06.png
obging,obliging,data/words/j04/j04-015/j04-015-02-05.png
.,"""""",data/words/c06/c06-005/c06-005-05-03.png
to,to,data/words/l01/l01-082/l01-082-04-02.png
all,will,data/words/g06/g06-042b/g06-042b-00-03.png
what,what,data/words/h07/h07-071a/h07-071a-01-08.png
peace,peace,data/words/m01/m01-104/m01-104-04-04.png
side,side,data/words/b01/b01-079/b01-079-04-01.png
that,"""Dont""",data/words/d06/d06-003/d06-003-06-01.png
had,had,data/words/c06/c06-031/c06-031-01-05.png
more,more,data/words/k04/k04-079/k04-079-00-05.png
often,often,data/words/a04/a04-023/a04-023-02-10.png
and,and,data/words/k07/k07-185/k07-185-00-01.png
the,the,data/words/c03/c03-081f/c03-081f-07-07.png
things,thing,data/words/g06/g06-045b/g06-045b-01-02.png
caristed,consisted,data/words/n04/n04-149/n04-149-04-02.png
sitation,situation,data/words/f07/f07-088a/f07-088a-07-03.png
this,this,data/words/k07/k07-085/k07-085-06-09.png
the,the,data/words/d04/d04-037/d04-037-03-01.png
with,with,data/words/e01/e01-055/e01-055-06-00.png
per,per,data/words/m02/m02-052/m02-052-02-02.png
upppom,upon,data/words/h07/h07-080/h07-080-00-06.png
but,but,data/words/j06/j06-051/j06-051-08-01.png
become,become,data/words/g06/g06-018r/g06-018r-05-06.png
way,way,data/words/p03/p03-112/p03-112-03-00.png
sche,scheme,data/words/l01/l01-173/l01-173-02-01.png
they,they,data/words/h07/h07-084/h07-084-03-04.png
to,400,data/words/c03/c03-094f/c03-094f-06-00.png
this,his,data/words/a01/a01-117u/a01-117u-10-07.png
pecul,speculator,data/words/a06/a06-025/a06-025-03-04.png
",",",",data/words/a06/a06-014/a06-014-06-02.png
evening,evening,data/words/l01/l01-133/l01-133-06-01.png
app,aged,data/words/p03/p03-040/p03-040-08-01.png
sympt,symptoms,data/words/g06/g06-045o/g06-045o-08-04.png
Defence,Defence,data/words/g06/g06-050i/g06-050i-02-07.png
made,made,data/words/b06/b06-008/b06-008-02-00.png
trom,Brown,data/words/b04/b04-162/b04-162-05-06.png
years,years,data/words/f04/f04-035/f04-035-05-01.png
.,",",data/words/g06/g06-037p/g06-037p-08-02.png
how,now,data/words/e01/e01-029/e01-029-01-05.png
in,Sir,data/words/f01/f01-070/f01-070-00-02.png
as,us,data/words/a02/a02-017/a02-017-01-05.png
morning,morning,data/words/k04/k04-039/k04-039-05-02.png
do,do,data/words/a04/a04-085/a04-085-05-02.png
and,and,data/words/r03/r03-007/r03-007-03-06.png
jily,jelly-boned,data/words/r06/r06-049/r06-049-09-01.png
do,door,data/words/b04/b04-154/b04-154-03-01.png
that,that,data/words/c06/c06-005/c06-005-01-05.png
humerous,number,data/words/d06/d06-020/d06-020-06-08.png
(,),data/words/g04/g04-088/g04-088-02-03.png
Sir,sir,data/words/h01/h01-027/h01-027-06-05.png
first,first,data/words/l04/l04-179/l04-179-05-09.png
active,arrive,data/words/b04/b04-047/b04-047-01-05.png
declan,decisions,data/words/b01/b01-084/b01-084-02-10.png
mearing,nearing,data/words/k01/k01-051/k01-051-08-04.png
and,and,data/words/n01/n01-052/n01-052-00-02.png
ding,dingy,data/words/f02/f02-036/f02-036-07-06.png
August,Anglesey,data/words/c03/c03-016d/c03-016d-02-05.png
.,",",data/words/g06/g06-045a/g06-045a-02-01.png
so,soil,data/words/p03/p03-103/p03-103-00-06.png
great,great,data/words/b06/b06-075/b06-075-08-05.png
of,of,data/words/g04/g04-063/g04-063-00-01.png
you,you,data/words/a06/a06-014/a06-014-08-00.png
there,these,data/words/d04/d04-037/d04-037-03-00.png
ex,explains,data/words/b05/b05-032/b05-032-06-04.png
bleared,followed,data/words/d04/d04-096/d04-096-06-04.png
",",:,data/words/b01/b01-033/b01-033-02-08.png
the,as,data/words/h06/h06-089/h06-089-09-02.png
We,we,data/words/g04/g04-007/g04-007-05-00.png
a,in,data/words/g04/g04-003/g04-003-03-01.png
present,president,data/words/h07/h07-023/h07-023-04-07.png
he,he,data/words/b06/b06-042/b06-042-06-06.png
wh,was,data/words/g06/g06-031o/g06-031o-00-07.png
"""",",",data/words/f07/f07-024b/f07-024b-04-01.png
for,for,data/words/k07/k07-122/k07-122-06-02.png
it,it,data/words/h02/h02-004/h02-004-04-01.png
cannot,cannot,data/words/a01/a01-102u/a01-102u-06-00.png
malks,miles,data/words/d04/d04-058/d04-058-00-09.png
not,not,data/words/n06/n06-119/n06-119-02-00.png
peceptionation,presentation,data/words/n02/n02-004/n02-004-03-03.png
which,niobium,data/words/n02/n02-045/n02-045-04-03.png
for,for,data/words/j01/j01-045/j01-045-06-02.png
20.,200-fathom,data/words/a04/a04-096/a04-096-03-01.png
without,without,data/words/e06/e06-010/e06-010-00-02.png
yesend,yesterday,data/words/g07/g07-071a/g07-071a-06-01.png
a,is,data/words/a04/a04-000/a04-000-03-04.png
but,but,data/words/b04/b04-134/b04-134-05-03.png
to,6,data/words/m02/m02-080/m02-080-05-09.png
to,to,data/words/e04/e04-030/e04-030-04-05.png
.,",",data/words/m01/m01-032/m01-032-00-08.png
has,chaos,data/words/a02/a02-111/a02-111-10-03.png
is,is,data/words/b04/b04-121/b04-121-03-04.png
without,without,data/words/h07/h07-057a/h07-057a-00-02.png
.,.,data/words/c04/c04-139/c04-139-02-07.png
is,"""s""",data/words/h07/h07-020/h07-020-08-05.png
.,.,data/words/n02/n02-016/n02-016-01-05.png
se,sick,data/words/b05/b05-067/b05-067-04-03.png
the,some,data/words/a01/a01-102u/a01-102u-01-02.png
say,say,data/words/r06/r06-007/r06-007-04-07.png
.,.,data/words/b02/b02-035/b02-035-05-05.png
are,are,data/words/c06/c06-027/c06-027-05-08.png
.,",",data/words/b04/b04-000/b04-000-05-01.png
.,",",data/words/n02/n02-151/n02-151-02-01.png
a,"""",data/words/c04/c04-110/c04-110-03-02.png
in,in,data/words/a01/a01-063/a01-063-00-04.png
has,has,data/words/g02/g02-062/g02-062-06-09.png
made,Dante,data/words/g06/g06-026g/g06-026g-02-01.png
",",I,data/words/f07/f07-092b/f07-092b-00-00.png
folly,lonely,data/words/k07/k07-085/k07-085-00-08.png
there,some,data/words/n04/n04-084/n04-084-06-06.png
could,would,data/words/f04/f04-016/f04-016-04-07.png
there,Mauro,data/words/d06/d06-086/d06-086-03-03.png
in,in,data/words/g06/g06-047d/g06-047d-05-06.png
likely,lately,data/words/h07/h07-069/h07-069-04-03.png
arired,arrived,data/words/n04/n04-213/n04-213-00-06.png
did,did,data/words/g06/g06-011e/g06-011e-03-04.png
net,visit,data/words/a01/a01-077/a01-077-04-03.png
of,of,data/words/g04/g04-022/g04-022-00-11.png
man,man,data/words/g06/g06-045b/g06-045b-00-02.png
was,was,data/words/g06/g06-011g/g06-011g-05-11.png
deep,deep,data/words/h01/h01-027/h01-027-01-02.png
the,me,data/words/d04/d04-032/d04-032-04-01.png
modals,modulate,data/words/c06/c06-116/c06-116-06-05.png
its,its,data/words/c03/c03-094a/c03-094a-06-03.png
all,all,data/words/f07/f07-013/f07-013-02-02.png
.,-,data/words/r06/r06-007/r06-007-05-06.png
and,and,data/words/d06/d06-003/d06-003-04-05.png
in,in,data/words/k04/k04-033/k04-033-03-00.png
per,per,data/words/c04/c04-000/c04-000-02-00.png
have,have,data/words/h04/h04-007/h04-007-01-06.png
jeapp,jeep,data/words/f07/f07-081b/f07-081b-00-02.png
And,And,data/words/n02/n02-054/n02-054-07-02.png
the,the,data/words/b04/b04-081/b04-081-05-08.png
might,night,data/words/g02/g02-059/g02-059-01-01.png
"""",;,data/words/n04/n04-044/n04-044-08-04.png
in,in,data/words/f07/f07-016/f07-016-10-02.png
black,Ellender,data/words/d07/d07-093/d07-093-03-01.png
an,on,data/words/a01/a01-049/a01-049-00-02.png
where,whereas,data/words/l07/l07-135/l07-135-00-04.png
of,of,data/words/h07/h07-069a/h07-069a-00-01.png
how,low,data/words/e01/e01-055/e01-055-00-07.png
family,faulty,data/words/m01/m01-022/m01-022-02-06.png
re,song,data/words/n04/n04-195/n04-195-02-04.png
.,.,data/words/e01/e01-035/e01-035-06-03.png
and,and,data/words/f03/f03-174/f03-174-04-02.png
to,to,data/words/f07/f07-073/f07-073-07-00.png
a,a,data/words/l01/l01-119/l01-119-06-02.png
hfound,Informal,data/words/f01/f01-135/f01-135-01-06.png
be,by,data/words/a01/a01-043u/a01-043u-00-00.png
(,",",data/words/d01/d01-019/d01-019-05-04.png
again,again,data/words/g06/g06-026j/g06-026j-05-02.png
the,#,data/words/m02/m02-048/m02-048-08-03.png
that,what,data/words/c06/c06-087/c06-087-00-00.png
left,left,data/words/n04/n04-202/n04-202-01-10.png
of,of,data/words/m02/m02-090/m02-090-07-04.png
brief,beautiful,data/words/e04/e04-119/e04-119-03-04.png
the,the,data/words/c03/c03-081b/c03-081b-04-00.png
later,later,data/words/g06/g06-031f/g06-031f-02-09.png
ever,ever,data/words/f07/f07-006/f07-006-00-03.png
