predictions,actuals,location
the,the,data/words/c04/c04-116/c04-116-00-20.png
be,be,data/words/e01/e01-062/e01-062-06-02.png
had,had,data/words/b03/b03-098/b03-098-02-02.png
long,Camp,data/words/k02/k02-067/k02-067-00-04.png
are,are,data/words/f04/f04-004/f04-004-04-00.png
sense,#,data/words/a03/a03-037/a03-037-03-04.png
",","""""",data/words/b06/b06-056/b06-056-01-04.png
itself,itself,data/words/g06/g06-047l/g06-047l-02-00.png
a,a,data/words/n01/n01-031/n01-031-02-04.png
I,I,data/words/g06/g06-011m/g06-011m-03-14.png
the,the,data/words/n06/n06-133/n06-133-03-09.png
could,could,data/words/h07/h07-011/h07-011-01-01.png
had,had,data/words/a04/a04-050/a04-050-00-09.png
heple,help,data/words/g06/g06-045p/g06-045p-01-03.png
it,it,data/words/m02/m02-083/m02-083-08-07.png
The,The,data/words/p02/p02-131/p02-131-07-01.png
jacks,jackets,data/words/c04/c04-150/c04-150-03-03.png
"""","""",data/words/a05/a05-094/a05-094-05-04.png
",",",",data/words/m04/m04-030/m04-030-00-05.png
most,most,data/words/g07/g07-071a/g07-071a-04-05.png
international,international,data/words/c03/c03-081f/c03-081f-07-08.png
fonder,founder,data/words/m02/m02-087/m02-087-05-03.png
made,made,data/words/g06/g06-045r/g06-045r-05-07.png
faithfully,faithfully,data/words/h07/h07-003/h07-003-04-05.png
talks,talks,data/words/g06/g06-101/g06-101-00-07.png
"""","""",data/words/a03/a03-063/a03-063-02-03.png
",",",",data/words/p03/p03-142/p03-142-03-13.png
to,to,data/words/b02/b02-045/b02-045-07-05.png
.,.,data/words/a06/a06-000/a06-000-06-00.png
salks,salve,data/words/b01/b01-118/b01-118-08-02.png
",","""""",data/words/a03/a03-063/a03-063-08-00.png
",",",",data/words/l04/l04-020/l04-020-00-00.png
",","""""",data/words/a04/a04-072/a04-072-10-04.png
in,in,data/words/g06/g06-031b/g06-031b-00-10.png
have,have,data/words/l01/l01-133/l01-133-05-02.png
this,this,data/words/f03/f03-174/f03-174-05-01.png
the,the,data/words/b01/b01-122/b01-122-01-08.png
",","""""",data/words/r06/r06-070/r06-070-00-02.png
empty,empty,data/words/p06/p06-069/p06-069-08-03.png
time,timber,data/words/n04/n04-048/n04-048-06-00.png
the,the,data/words/e04/e04-011/e04-011-02-07.png
he,he,data/words/f07/f07-101b/f07-101b-01-07.png
But,But,data/words/n04/n04-009/n04-009-03-08.png
became,become,data/words/l04/l04-026/l04-026-00-10.png
to,to,data/words/d07/d07-100/d07-100-06-00.png
dighs,dishes,data/words/c06/c06-011/c06-011-08-01.png
airworney,riverworthy,data/words/f07/f07-009/f07-009-00-04.png
word,word,data/words/l07/l07-138/l07-138-05-01.png
",",",",data/words/f01/f01-066/f01-066-07-09.png
slucers,slackness,data/words/g01/g01-031/g01-031-04-01.png
Mr.,Mr.,data/words/a01/a01-082u/a01-082u-03-00.png
he,he,data/words/a05/a05-089/a05-089-04-01.png
thought,tight,data/words/g06/g06-037d/g06-037d-03-01.png
.,.,data/words/e01/e01-119/e01-119-05-09.png
Report,Report,data/words/r06/r06-018/r06-018-06-03.png
he,he,data/words/h04/h04-061/h04-061-06-02.png
an,an,data/words/g06/g06-037c/g06-037c-08-00.png
",","""""",data/words/e01/e01-050/e01-050-04-04.png
",",",",data/words/g06/g06-011p/g06-011p-08-08.png
do,do,data/words/a02/a02-012/a02-012-08-01.png
Nick,Wicki,data/words/p02/p02-017/p02-017-06-01.png
isand,island,data/words/c02/c02-003/c02-003-03-06.png
(,(,data/words/m01/m01-149/m01-149-01-09.png
of,of,data/words/c03/c03-094d/c03-094d-00-03.png
.,.,data/words/g06/g06-026d/g06-026d-03-11.png
to,#,data/words/e06/e06-037/e06-037-10-06.png
to,to,data/words/a04/a04-039/a04-039-02-05.png
her,her,data/words/j04/j04-094/j04-094-04-04.png
cuncle,cancels,data/words/k07/k07-122/k07-122-00-06.png
oblying,obliging,data/words/j04/j04-015/j04-015-02-05.png
.,"""""",data/words/c06/c06-005/c06-005-05-03.png
to,to,data/words/l01/l01-082/l01-082-04-02.png
all,will,data/words/g06/g06-042b/g06-042b-00-03.png
what,what,data/words/h07/h07-071a/h07-071a-01-08.png
peace,peace,data/words/m01/m01-104/m01-104-04-04.png
side,side,data/words/b01/b01-079/b01-079-04-01.png
"""Dont""","""Dont""",data/words/d06/d06-003/d06-003-06-01.png
had,had,data/words/c06/c06-031/c06-031-01-05.png
more,more,data/words/k04/k04-079/k04-079-00-05.png
often,often,data/words/a04/a04-023/a04-023-02-10.png
and,and,data/words/k07/k07-185/k07-185-00-01.png
the,the,data/words/c03/c03-081f/c03-081f-07-07.png
thinking,thing,data/words/g06/g06-045b/g06-045b-01-02.png
consisted,consisted,data/words/n04/n04-149/n04-149-04-02.png
stimvation,situation,data/words/f07/f07-088a/f07-088a-07-03.png
this,this,data/words/k07/k07-085/k07-085-06-09.png
the,the,data/words/d04/d04-037/d04-037-03-01.png
with,with,data/words/e01/e01-055/e01-055-06-00.png
per,per,data/words/m02/m02-052/m02-052-02-02.png
upon,upon,data/words/h07/h07-080/h07-080-00-06.png
but,but,data/words/j06/j06-051/j06-051-08-01.png
beccome,become,data/words/g06/g06-018r/g06-018r-05-06.png
way,way,data/words/p03/p03-112/p03-112-03-00.png
scheame,scheme,data/words/l01/l01-173/l01-173-02-01.png
they,they,data/words/h07/h07-084/h07-084-03-04.png
400,400,data/words/c03/c03-094f/c03-094f-06-00.png
his,his,data/words/a01/a01-117u/a01-117u-10-07.png
speculation,speculator,data/words/a06/a06-025/a06-025-03-04.png
",",",",data/words/a06/a06-014/a06-014-06-02.png
evening,evening,data/words/l01/l01-133/l01-133-06-01.png
aged,aged,data/words/p03/p03-040/p03-040-08-01.png
syemptons,symptoms,data/words/g06/g06-045o/g06-045o-08-04.png
Defence,Defence,data/words/g06/g06-050i/g06-050i-02-07.png
made,made,data/words/b06/b06-008/b06-008-02-00.png
brown,Brown,data/words/b04/b04-162/b04-162-05-06.png
years,years,data/words/f04/f04-035/f04-035-05-01.png
",",",",data/words/g06/g06-037p/g06-037p-08-02.png
now,now,data/words/e01/e01-029/e01-029-01-05.png
Sir,Sir,data/words/f01/f01-070/f01-070-00-02.png
as,us,data/words/a02/a02-017/a02-017-01-05.png
morning,morning,data/words/k04/k04-039/k04-039-05-02.png
do,do,data/words/a04/a04-085/a04-085-05-02.png
and,and,data/words/r03/r03-007/r03-007-03-06.png
pley-comed,jelly-boned,data/words/r06/r06-049/r06-049-09-01.png
door,door,data/words/b04/b04-154/b04-154-03-01.png
that,that,data/words/c06/c06-005/c06-005-01-05.png
number,number,data/words/d06/d06-020/d06-020-06-08.png
",",),data/words/g04/g04-088/g04-088-02-03.png
Sir,sir,data/words/h01/h01-027/h01-027-06-05.png
first,first,data/words/l04/l04-179/l04-179-05-09.png
write,arrive,data/words/b04/b04-047/b04-047-01-05.png
decin,decisions,data/words/b01/b01-084/b01-084-02-10.png
nearing,nearing,data/words/k01/k01-051/k01-051-08-04.png
and,and,data/words/n01/n01-052/n01-052-00-02.png
ding,dingy,data/words/f02/f02-036/f02-036-07-06.png
Anglesey,Anglesey,data/words/c03/c03-016d/c03-016d-02-05.png
.,",",data/words/g06/g06-045a/g06-045a-02-01.png
so,soil,data/words/p03/p03-103/p03-103-00-06.png
great,great,data/words/b06/b06-075/b06-075-08-05.png
of,of,data/words/g04/g04-063/g04-063-00-01.png
You,you,data/words/a06/a06-014/a06-014-08-00.png
there,these,data/words/d04/d04-037/d04-037-03-00.png
exculans,explains,data/words/b05/b05-032/b05-032-06-04.png
followed,followed,data/words/d04/d04-096/d04-096-06-04.png
:,:,data/words/b01/b01-033/b01-033-02-08.png
an,as,data/words/h06/h06-089/h06-089-09-02.png
we,we,data/words/g04/g04-007/g04-007-05-00.png
in,in,data/words/g04/g04-003/g04-003-03-01.png
President,president,data/words/h07/h07-023/h07-023-04-07.png
he,he,data/words/b06/b06-042/b06-042-06-06.png
was,was,data/words/g06/g06-031o/g06-031o-00-07.png
",",",",data/words/f07/f07-024b/f07-024b-04-01.png
for,for,data/words/k07/k07-122/k07-122-06-02.png
it,it,data/words/h02/h02-004/h02-004-04-01.png
cann,cannot,data/words/a01/a01-102u/a01-102u-06-00.png
ples,miles,data/words/d04/d04-058/d04-058-00-09.png
not,not,data/words/n06/n06-119/n06-119-02-00.png
promation,presentation,data/words/n02/n02-004/n02-004-03-03.png
whomin,niobium,data/words/n02/n02-045/n02-045-04-03.png
for,for,data/words/j01/j01-045/j01-045-06-02.png
200-faith,200-fathom,data/words/a04/a04-096/a04-096-03-01.png
without,without,data/words/e06/e06-010/e06-010-00-02.png
yesterday,yesterday,data/words/g07/g07-071a/g07-071a-06-01.png
"""""",is,data/words/a04/a04-000/a04-000-03-04.png
but,but,data/words/b04/b04-134/b04-134-05-03.png
.,6,data/words/m02/m02-080/m02-080-05-09.png
to,to,data/words/e04/e04-030/e04-030-04-05.png
",",",",data/words/m01/m01-032/m01-032-00-08.png
chase,chaos,data/words/a02/a02-111/a02-111-10-03.png
is,is,data/words/b04/b04-121/b04-121-03-04.png
without,without,data/words/h07/h07-057a/h07-057a-00-02.png
.,.,data/words/c04/c04-139/c04-139-02-07.png
"""s""","""s""",data/words/h07/h07-020/h07-020-08-05.png
.,.,data/words/n02/n02-016/n02-016-01-05.png
such,sick,data/words/b05/b05-067/b05-067-04-03.png
same,some,data/words/a01/a01-102u/a01-102u-01-02.png
say,say,data/words/r06/r06-007/r06-007-04-07.png
.,.,data/words/b02/b02-035/b02-035-05-05.png
are,are,data/words/c06/c06-027/c06-027-05-08.png
",",",",data/words/b04/b04-000/b04-000-05-01.png
",",",",data/words/n02/n02-151/n02-151-02-01.png
"""","""",data/words/c04/c04-110/c04-110-03-02.png
in,in,data/words/a01/a01-063/a01-063-00-04.png
has,has,data/words/g02/g02-062/g02-062-06-09.png
Daste,Dante,data/words/g06/g06-026g/g06-026g-02-01.png
",",I,data/words/f07/f07-092b/f07-092b-00-00.png
lovely,lonely,data/words/k07/k07-085/k07-085-00-08.png
tone,some,data/words/n04/n04-084/n04-084-06-06.png
would,would,data/words/f04/f04-016/f04-016-04-07.png
Mato,Mauro,data/words/d06/d06-086/d06-086-03-03.png
in,in,data/words/g06/g06-047d/g06-047d-05-06.png
likely,lately,data/words/h07/h07-069/h07-069-04-03.png
arrived,arrived,data/words/n04/n04-213/n04-213-00-06.png
did,did,data/words/g06/g06-011e/g06-011e-03-04.png
visit,visit,data/words/a01/a01-077/a01-077-04-03.png
of,of,data/words/g04/g04-022/g04-022-00-11.png
an,man,data/words/g06/g06-045b/g06-045b-00-02.png
was,was,data/words/g06/g06-011g/g06-011g-05-11.png
deep,deep,data/words/h01/h01-027/h01-027-01-02.png
me,me,data/words/d04/d04-032/d04-032-04-01.png
modculate,modulate,data/words/c06/c06-116/c06-116-06-05.png
its,its,data/words/c03/c03-094a/c03-094a-06-03.png
all,all,data/words/f07/f07-013/f07-013-02-02.png
-,-,data/words/r06/r06-007/r06-007-05-06.png
and,and,data/words/d06/d06-003/d06-003-04-05.png
in,in,data/words/k04/k04-033/k04-033-03-00.png
per,per,data/words/c04/c04-000/c04-000-02-00.png
have,have,data/words/h04/h04-007/h04-007-01-06.png
jeep,jeep,data/words/f07/f07-081b/f07-081b-00-02.png
And,And,data/words/n02/n02-054/n02-054-07-02.png
the,the,data/words/b04/b04-081/b04-081-05-08.png
night,night,data/words/g02/g02-059/g02-059-01-01.png
I,;,data/words/n04/n04-044/n04-044-08-04.png
in,in,data/words/f07/f07-016/f07-016-10-02.png
alculler,Ellender,data/words/d07/d07-093/d07-093-03-01.png
an,on,data/words/a01/a01-049/a01-049-00-02.png
where,whereas,data/words/l07/l07-135/l07-135-00-04.png
of,of,data/words/h07/h07-069a/h07-069a-00-01.png
how,low,data/words/e01/e01-055/e01-055-00-07.png
family,faulty,data/words/m01/m01-022/m01-022-02-06.png
seeng,song,data/words/n04/n04-195/n04-195-02-04.png
.,.,data/words/e01/e01-035/e01-035-06-03.png
and,and,data/words/f03/f03-174/f03-174-04-02.png
to,to,data/words/f07/f07-073/f07-073-07-00.png
a,a,data/words/l01/l01-119/l01-119-06-02.png
Inremend,Informal,data/words/f01/f01-135/f01-135-01-06.png
by,by,data/words/a01/a01-043u/a01-043u-00-00.png
",",",",data/words/d01/d01-019/d01-019-05-04.png
again,again,data/words/g06/g06-026j/g06-026j-05-02.png
far,#,data/words/m02/m02-048/m02-048-08-03.png
what,what,data/words/c06/c06-087/c06-087-00-00.png
left,left,data/words/n04/n04-202/n04-202-01-10.png
of,of,data/words/m02/m02-090/m02-090-07-04.png
bruntil,beautiful,data/words/e04/e04-119/e04-119-03-04.png
the,the,data/words/c03/c03-081b/c03-081b-04-00.png
later,later,data/words/g06/g06-031f/g06-031f-02-09.png
ever,ever,data/words/f07/f07-006/f07-006-00-03.png
him,him,data/words/g06/g06-026k/g06-026k-02-02.png
better,better,data/words/k07/k07-063a/k07-063a-06-04.png
.,.,data/words/a06/a06-090/a06-090-03-04.png
total,tribal,data/words/a01/a01-096u/a01-096u-10-01.png
jorneyency,journey,data/words/b01/b01-113/b01-113-06-01.png
seeking,seeking,data/words/e07/e07-066/e07-066-06-03.png
to,to,data/words/d04/d04-121/d04-121-05-02.png
prestmade,persuade,data/words/a05/a05-080/a05-080-05-01.png
",",",",data/words/l04/l04-124/l04-124-07-08.png
the,the,data/words/f07/f07-046b/f07-046b-06-07.png
",","""""",data/words/a01/a01-128/a01-128-06-03.png
the,the,data/words/g06/g06-011k/g06-011k-10-03.png
the,the,data/words/f02/f02-040/f02-040-00-04.png
.,.,data/words/n02/n02-004/n02-004-05-08.png
have,have,data/words/n06/n06-123/n06-123-01-02.png
said,sat,data/words/g07/g07-022a/g07-022a-02-07.png
as,as,data/words/p03/p03-004/p03-004-00-03.png
the,the,data/words/g06/g06-018b/g06-018b-07-02.png
zout,soul,data/words/e02/e02-014/e02-014-02-01.png
I,I,data/words/p03/p03-027/p03-027-02-05.png
tone,None,data/words/g04/g04-098/g04-098-01-03.png
In,In,data/words/g06/g06-037l/g06-037l-05-08.png
!,!,data/words/g06/g06-045a/g06-045a-00-00.png
of,of,data/words/e02/e02-100/e02-100-06-05.png
single,single,data/words/r06/r06-143/r06-143-02-02.png
from,from,data/words/j04/j04-070/j04-070-03-10.png
field,grief,data/words/m04/m04-030/m04-030-03-04.png
as,as,data/words/g07/g07-034/g07-034-02-02.png
a,a,data/words/k02/k02-067/k02-067-02-10.png
that,that,data/words/p03/p03-096/p03-096-02-07.png
",",",",data/words/e01/e01-032/e01-032-06-01.png
I,J,data/words/r03/r03-035/r03-035-02-02.png
happens,happens,data/words/j01/j01-063/j01-063-02-03.png
fONy,FUNNY,data/words/g06/g06-026h/g06-026h-00-08.png
review,review,data/words/f07/f07-101a/f07-101a-03-00.png
what,what,data/words/a04/a04-015/a04-015-05-08.png
fried,friend,data/words/c02/c02-059/c02-059-01-02.png
supportons,supporters,data/words/l04/l04-174/l04-174-04-05.png
for,for,data/words/a02/a02-078/a02-078-07-04.png
and,and,data/words/l04/l04-098/l04-098-01-00.png
sugare,surface,data/words/e01/e01-035/e01-035-06-06.png
of,of,data/words/j07/j07-005/j07-005-02-03.png
Gritwell,Gaitskell,data/words/l01/l01-095/l01-095-04-11.png
stay,stay,data/words/a06/a06-110/a06-110-01-01.png
to,to,data/words/j06/j06-000/j06-000-10-00.png
with,with,data/words/j04/j04-039/j04-039-00-09.png
may,many,data/words/g07/g07-044/g07-044-01-07.png
conts,controls,data/words/a05/a05-094/a05-094-05-07.png
.,.,data/words/b06/b06-082/b06-082-07-02.png
that,that,data/words/b04/b04-000/b04-000-06-06.png
",",",",data/words/m03/m03-062/m03-062-06-06.png
to,to,data/words/c03/c03-087b/c03-087b-00-02.png
occasion,occasion,data/words/c04/c04-017/c04-017-01-11.png
"""""",a,data/words/g07/g07-074a/g07-074a-05-01.png
",",",",data/words/g06/g06-011j/g06-011j-07-07.png
knew,knew,data/words/r03/r03-050/r03-050-02-01.png
coach,coach,data/words/p06/p06-047/p06-047-09-04.png
fimming,financing,data/words/k04/k04-163/k04-163-02-00.png
"""judges""","""judges""",data/words/a01/a01-132/a01-132-02-04.png
from,from,data/words/n03/n03-064/n03-064-03-06.png
light,light,data/words/b01/b01-132/b01-132-00-04.png
",",",",data/words/e07/e07-061/e07-061-05-05.png
family,family,data/words/e04/e04-086/e04-086-03-01.png
sent,rent,data/words/n02/n02-004/n02-004-07-09.png
Lord,And,data/words/a02/a02-120/a02-120-06-04.png
been,been,data/words/m04/m04-030/m04-030-03-08.png
this,this,data/words/g06/g06-018k/g06-018k-05-02.png
speed,speed,data/words/k04/k04-099/k04-099-00-03.png
and,and,data/words/a06/a06-000/a06-000-00-04.png
head,read,data/words/g07/g07-028a/g07-028a-02-07.png
warmer,warmer,data/words/m04/m04-180/m04-180-04-11.png
",",",",data/words/g02/g02-059/g02-059-03-03.png
offer,offer,data/words/f04/f04-096/f04-096-10-02.png
promment,Government,data/words/r03/r03-007/r03-007-05-07.png
together,together,data/words/b02/b02-013/b02-013-09-00.png
aware,aware,data/words/a01/a01-007u/a01-007u-07-04.png
.,.,data/words/b01/b01-044/b01-044-02-01.png
seemed,seemed,data/words/g06/g06-011r/g06-011r-05-08.png
plans,plans,data/words/f04/f04-007/f04-007-05-05.png
happress,happiness,data/words/a01/a01-020u/a01-020u-04-03.png
in,in,data/words/l04/l04-012/l04-012-03-05.png
unhod,unorthodox,data/words/h07/h07-011/h07-011-05-05.png
sum,sun,data/words/g06/g06-047l/g06-047l-04-00.png
had,had,data/words/r06/r06-121/r06-121-03-06.png
",",",",data/words/n04/n04-213/n04-213-00-01.png
come,come,data/words/c03/c03-094a/c03-094a-02-03.png
new,new,data/words/m06/m06-042/m06-042-00-07.png
.,.,data/words/h07/h07-080/h07-080-08-01.png
waslines,uneasiness,data/words/j04/j04-024/j04-024-09-04.png
fu,film,data/words/k04/k04-017/k04-017-03-06.png
.,.,data/words/c04/c04-165/c04-165-06-01.png
met,met,data/words/j06/j06-030/j06-030-03-04.png
on,on,data/words/f04/f04-004/f04-004-06-02.png
Labour,Labour,data/words/h07/h07-044a/h07-044a-00-03.png
",",",",data/words/a01/a01-007u/a01-007u-04-00.png
years,years,data/words/p06/p06-242/p06-242-04-04.png
do.,dc.,data/words/h07/h07-078/h07-078-04-01.png
",",",",data/words/e01/e01-092/e01-092-00-04.png
there,three,data/words/g06/g06-042b/g06-042b-01-05.png
now,now,data/words/r03/r03-110/r03-110-01-09.png
theme,throne,data/words/b05/b05-050/b05-050-04-01.png
before,beforehand,data/words/d05/d05-008/d05-008-01-01.png
.,.,data/words/d06/d06-091/d06-091-05-03.png
hearily,heavily,data/words/e04/e04-030/e04-030-06-07.png
the,the,data/words/l04/l04-179/l04-179-03-02.png
came,came,data/words/b01/b01-033/b01-033-03-02.png
me,me,data/words/k07/k07-152/k07-152-03-02.png
up,up,data/words/n02/n02-104/n02-104-01-05.png
this,this,data/words/r06/r06-022/r06-022-02-10.png
.,.,data/words/d01/d01-049/d01-049-03-01.png
half-road,half-cooled,data/words/h02/h02-008/h02-008-06-06.png
pper,upper,data/words/r06/r06-000/r06-000-04-06.png
the,1ye,data/words/e02/e02-025/e02-025-08-03.png
sailor,sailor,data/words/d04/d04-066/d04-066-04-10.png
batss,boats,data/words/c03/c03-016e/c03-016e-09-04.png
of,of,data/words/n02/n02-157/n02-157-07-04.png
to,to,data/words/g06/g06-018b/g06-018b-09-06.png
actory,victory,data/words/c02/c02-059/c02-059-09-06.png
and,and,data/words/f07/f07-073/f07-073-05-02.png
the,THE,data/words/c03/c03-003f/c03-003f-02-00.png
a,a,data/words/b01/b01-018/b01-018-00-00.png
dray,drag,data/words/e04/e04-132/e04-132-02-04.png
be,be,data/words/d06/d06-100/d06-100-04-09.png
new,new,data/words/n04/n04-202/n04-202-03-03.png
put,put,data/words/g06/g06-037e/g06-037e-03-09.png
you,you,data/words/a01/a01-000u/a01-000u-04-00.png
be,be,data/words/c03/c03-021e/c03-021e-08-05.png
circwardance,circumstances,data/words/g06/g06-031h/g06-031h-06-04.png
before,before,data/words/f04/f04-057/f04-057-01-05.png
Italian,Holland,data/words/l04/l04-147/l04-147-05-00.png
A,a,data/words/b05/b05-074/b05-074-02-04.png
aice,advice,data/words/c03/c03-084d/c03-084d-06-03.png
or,or,data/words/g06/g06-050b/g06-050b-02-00.png
sit,sit,data/words/r02/r02-038/r02-038-05-03.png
every,every,data/words/a01/a01-030x/a01-030x-08-02.png
.,.,data/words/g06/g06-011h/g06-011h-06-08.png
Bill,Bill,data/words/a03/a03-054/a03-054-04-01.png
.,.,data/words/n03/n03-120/n03-120-05-06.png
exucers,exchangers,data/words/p02/p02-131/p02-131-07-07.png
",",",",data/words/j07/j07-000/j07-000-03-04.png
of,of,data/words/k04/k04-028/k04-028-07-01.png
what,what,data/words/f04/f04-016/f04-016-04-08.png
evening,evenings,data/words/d06/d06-027/d06-027-02-07.png
year,year,data/words/g04/g04-072/g04-072-06-07.png
had,had,data/words/g06/g06-045i/g06-045i-00-04.png
had,had,data/words/f04/f04-100/f04-100-01-01.png
a,a,data/words/p03/p03-087/p03-087-00-08.png
indifferent,indifferent,data/words/h07/h07-066a/h07-066a-04-05.png
the,Mr.,data/words/g06/g06-031n/g06-031n-02-02.png
bus,by,data/words/a01/a01-003/a01-003-02-06.png
four,four,data/words/a01/a01-030u/a01-030u-09-05.png
its,to,data/words/l04/l04-113/l04-113-03-08.png
",",.,data/words/n01/n01-020/n01-020-01-00.png
Morseel,Mansell,data/words/l07/l07-080/l07-080-09-02.png
do,do,data/words/l04/l04-106/l04-106-01-05.png
would,would,data/words/m06/m06-076/m06-076-03-05.png
members,members,data/words/d06/d06-086/d06-086-07-05.png
gest,pest,data/words/a01/a01-007/a01-007-05-00.png
types,types,data/words/e07/e07-066/e07-066-03-03.png
over,our,data/words/e07/e07-105/e07-105-04-02.png
are,are,data/words/d06/d06-056/d06-056-04-06.png
and,and,data/words/b05/b05-050/b05-050-04-00.png
last,Last,data/words/g06/g06-050e/g06-050e-05-00.png
Inish,Irish,data/words/c03/c03-084f/c03-084f-03-03.png
made,made,data/words/c06/c06-052/c06-052-03-09.png
and,and,data/words/e07/e07-094/e07-094-02-02.png
whole,whole,data/words/g06/g06-018i/g06-018i-05-03.png
illumptionation,illustration,data/words/r03/r03-007/r03-007-07-03.png
had,had,data/words/d07/d07-085/d07-085-01-04.png
",","""""",data/words/g07/g07-044/g07-044-04-07.png
",",(,data/words/l04/l04-043/l04-043-08-04.png
ruthress,ruthless,data/words/e06/e06-000/e06-000-06-03.png
mons,months,data/words/a01/a01-117u/a01-117u-08-05.png
people,people,data/words/l04/l04-113/l04-113-04-00.png
Lounds,towards,data/words/r06/r06-076/r06-076-01-01.png
a,a,data/words/a05/a05-039/a05-039-01-00.png
touch,touch,data/words/a05/a05-121/a05-121-03-02.png
of,of,data/words/a06/a06-134/a06-134-07-04.png
no,us,data/words/d04/d04-131/d04-131-02-01.png
his,his,data/words/d06/d06-020/d06-020-04-06.png
Captives,captives,data/words/c03/c03-016a/c03-016a-09-02.png
reending,reminding,data/words/m06/m06-076/m06-076-03-13.png
",",",",data/words/b04/b04-020/b04-020-04-07.png
for,for,data/words/m04/m04-093/m04-093-04-09.png
canment,cannot,data/words/m02/m02-083/m02-083-04-01.png
hold,held,data/words/a01/a01-132x/a01-132x-00-02.png
had,had,data/words/a02/a02-017/a02-017-07-03.png
-,-,data/words/p03/p03-181/p03-181-04-01.png
belried,befriended,data/words/m04/m04-078/m04-078-01-06.png
find,find,data/words/c03/c03-021d/c03-021d-00-06.png
story,story,data/words/d06/d06-086/d06-086-10-02.png
practice,price,data/words/c02/c02-078/c02-078-05-03.png
to,to,data/words/e07/e07-072/e07-072-09-04.png
of,of,data/words/e04/e04-083/e04-083-01-01.png
decideed,decided,data/words/b04/b04-000/b04-000-03-01.png
central,central,data/words/h02/h02-004/h02-004-00-07.png
",","""""",data/words/h07/h07-057a/h07-057a-06-01.png
at,at,data/words/k02/k02-023/k02-023-03-02.png
at,at,data/words/d06/d06-063/d06-063-03-04.png
English,English,data/words/a04/a04-031/a04-031-04-03.png
",",",",data/words/g06/g06-026h/g06-026h-02-11.png
German,German,data/words/e02/e02-000/e02-000-06-04.png
the,the,data/words/b06/b06-004/b06-004-00-04.png
qull,public,data/words/d01/d01-049/d01-049-08-02.png
wending,handling,data/words/a03/a03-040/a03-040-01-01.png
"""""",",",data/words/e04/e04-000/e04-000-03-05.png
numerous,numerous,data/words/b06/b06-049/b06-049-04-01.png
Consulated,consulted,data/words/g06/g06-037h/g06-037h-07-05.png
may,May,data/words/g06/g06-047h/g06-047h-06-02.png
is,is,data/words/g06/g06-047r/g06-047r-06-04.png
banin,basis,data/words/a02/a02-072/a02-072-00-02.png
Clark,lark,data/words/k01/k01-051/k01-051-09-04.png
see,see,data/words/p03/p03-023/p03-023-05-01.png
the,the,data/words/d06/d06-015/d06-015-03-10.png
write,wife,data/words/m04/m04-061/m04-061-04-02.png
curelling,curling,data/words/c03/c03-094c/c03-094c-01-06.png
love,love,data/words/k04/k04-106/k04-106-01-06.png
.,.,data/words/k07/k07-125/k07-125-03-03.png
felt,felt,data/words/a01/a01-058u/a01-058u-02-05.png
whom,whom,data/words/k02/k02-102/k02-102-01-05.png
",",",",data/words/g06/g06-047n/g06-047n-00-06.png
the,the,data/words/g06/g06-050k/g06-050k-01-06.png
a,a,data/words/h07/h07-025a/h07-025a-04-00.png
there,these,data/words/b04/b04-116/b04-116-03-01.png
contport,compost,data/words/e06/e06-010/e06-010-06-03.png
"""dldomt""","""didnt""",data/words/e07/e07-094/e07-094-02-00.png
This,Thus,data/words/f03/f03-191/f03-191-05-00.png
about,about,data/words/e06/e06-003/e06-003-00-00.png
master,master,data/words/l01/l01-195/l01-195-01-03.png
left,left,data/words/g06/g06-050i/g06-050i-00-09.png
solo,solo,data/words/c03/c03-087e/c03-087e-03-01.png
to,to,data/words/c04/c04-075/c04-075-01-01.png
away,away,data/words/g07/g07-028b/g07-028b-05-02.png
that,that,data/words/f04/f04-074/f04-074-01-04.png
What,What,data/words/n04/n04-075/n04-075-03-04.png
the,the,data/words/b01/b01-038/b01-038-07-00.png
dasp,days,data/words/b06/b06-087/b06-087-08-00.png
.,.,data/words/d04/d04-081/d04-081-01-07.png
WhelLord,Watford,data/words/c03/c03-096e/c03-096e-07-04.png
America,Sussex,data/words/a02/a02-072/a02-072-06-04.png
in,in,data/words/m01/m01-090/m01-090-02-01.png
was,was,data/words/c03/c03-084d/c03-084d-03-06.png
be,be,data/words/m02/m02-083/m02-083-04-07.png
quiedly,quietly,data/words/a04/a04-027/a04-027-04-06.png
almost,almost,data/words/c03/c03-084d/c03-084d-00-05.png
would,world,data/words/k02/k02-029/k02-029-04-09.png
",",",",data/words/d06/d06-025/d06-025-07-03.png
of,of,data/words/g02/g02-059/g02-059-01-06.png
we,we,data/words/m04/m04-216/m04-216-02-01.png
are,are,data/words/f01/f01-085/f01-085-02-00.png
B,3,data/words/a02/a02-017/a02-017-00-03.png
and,and,data/words/j06/j06-051/j06-051-05-05.png
I,I,data/words/g06/g06-018e/g06-018e-05-03.png
The,The,data/words/k02/k02-036/k02-036-03-00.png
could,could,data/words/a06/a06-025/a06-025-00-00.png
19,If,data/words/k01/k01-051/k01-051-01-02.png
odd,older,data/words/b04/b04-116/b04-116-05-00.png
degree,defence,data/words/f02/f02-036/f02-036-05-03.png
been,began,data/words/b06/b06-082/b06-082-01-06.png
",",",",data/words/f04/f04-024/f04-024-00-02.png
central,central,data/words/b05/b05-088/b05-088-01-04.png
than,than,data/words/c03/c03-003f/c03-003f-04-00.png
